Age band,Attrition,Attrition label,Business Travel,Curr as Manager,Department,Distance Status,Education,Education Field,Employee Number,Enviroment status,Gender,INR Salary,Job Role,job Satisfied,Job_satisfaction,Last promotion,Marital Status,Number Emp,Over Time,Percent Salary Hike,performance scale,Relationship Satisfaction,Stock Option Level,total working year status,Tranning time,Year,Year At Company,Year Current role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Doctoral Degree,Human Resources,773,Happy,Male,₹ 1637680,Cybersecurity Analyst,Satisfied,Very Dissatisfied,6-10,Single,STAFF-773,Yes,1300%,Exceed Expectations,2,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Doctoral Degree,Marketing,775,Abivalent,Male,₹ 334960, UI/UX Designer,Dissatisfied,satisfied,6-10,Married,STAFF-775,No,1400%,Below Expectations,4,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Doctoral Degree,Other,447,Happy,Female,₹ 1310000,Sale Representative,Satisfied,Very Dissatisfied,6-10,Single,STAFF-447,No,1100%,Exceed Expectations,3,1%,21-30,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Life Science,1291,Happy,Female,₹ 481600,Human Resource,Dissatisfied,satisfied,6-10,Married,STAFF-1291,No,1400%,Exceed Expectations,3,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Life Science,1513,Happy,Female,₹ 373440,Software Developer,Dissatisfied,satisfied,6-10,Single,STAFF-1513,No,1300%,Exceed Expectations,4,3%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Life Science,1735,Unhappy,Female,₹ 1028960,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1735,No,1300%,Outstanding,2,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Marketing,802,Happy,Male,₹ 1592400, UI/UX Designer,Dissatisfied,satisfied,0-5,Single,STAFF-802,No,1300%,Exceed Expectations,2,2%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Marketing,1623,Very happy,Female,₹ 2080720,Network Engineer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1623,Yes,1800%,Meet Expectations,2,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Marketing,1992,Very happy,Male,₹ 583840,IT Project Manager,Dissatisfied,satisfied,6-10,Married,STAFF-1992,No,1900%,Meet Expectations,4,1%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Medical,449,Very happy,Male,₹ 1768560,Cybersecurity Analyst,Satisfied,Very Dissatisfied,6-10,Single,STAFF-449,No,1300%,Meet Expectations,3,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Medical,854,Happy,Female,₹ 1730560, UI/UX Designer,Very Dissatisfied,Very satisfied,6-10,Married,STAFF-854,No,1300%,Exceed Expectations,1,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Medical,1131,Very happy,Male,₹ 2026080,Database Administrator,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1131,No,1100%,Meet Expectations,2,0%,0-10,More than 3,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Medical,1396,Happy,Male,₹ 1639760, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1396,No,1300%,Exceed Expectations,3,3%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Other,1590,Very happy,Male,₹ 1958640,Network Engineer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1590,No,1900%,Meet Expectations,4,1%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,High School,Technical Degree,1096,Happy,Female,₹ 1265040,Sale Representative,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1096,No,1800%,Exceed Expectations,2,1%,21-30,More than 3,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Human Resources,211,Very happy,Female,₹ 1118640,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-211,No,1700%,Meet Expectations,1,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Human Resources,341,Abivalent,Male,₹ 409440,Cybersecurity Analyst,Dissatisfied,satisfied,6-10,Single,STAFF-341,No,1700%,Below Expectations,1,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Human Resources,771,Very happy,Male,₹ 380880, UI/UX Designer,Very Satisfied,Dissatisfied,6-10,Single,STAFF-771,No,1100%,Meet Expectations,3,1%,11-20,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Human Resources,1164,Happy,Female,₹ 568640,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1164,No,1700%,Exceed Expectations,3,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Human Resources,1286,Very happy,Male,₹ 547360, UI/UX Designer,Very Dissatisfied,Very satisfied,6-10,Single,STAFF-1286,No,1100%,Meet Expectations,3,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Life Science,102,Very happy,Female,₹ 2020640,Database Administrator,Satisfied,Very Dissatisfied,6-10,Married,STAFF-102,Yes,1300%,Meet Expectations,3,0%,11-20,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Life Science,482,Happy,Female,₹ 237360,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-482,No,1100%,Exceed Expectations,2,0%,11-20,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Life Science,659,Unhappy,Female,₹ 457440,Cybersecurity Analyst,Very Dissatisfied,Very satisfied,6-10,Married,STAFF-659,No,1300%,Outstanding,4,2%,0-10,More than 3,2021,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Life Science,1501,Happy,Male,₹ 1291440, UI/UX Designer,Dissatisfied,satisfied,6-10,Married,STAFF-1501,No,1600%,Exceed Expectations,2,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Life Science,2051,Happy,Male,₹ 1003920,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-2051,No,1400%,Exceed Expectations,2,3%,11-20,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Marketing,151,Unhappy,Male,₹ 1200000,Human Resource,Very Satisfied,Dissatisfied,6-10,Single,STAFF-151,Yes,1500%,Outstanding,1,1%,11-20,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Marketing,396,Abivalent,Male,₹ 2047520,Software Developer,Dissatisfied,satisfied,6-10,Married,STAFF-396,No,1100%,Below Expectations,2,0%,21-30,More than 3,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Marketing,526,Very happy,Female,₹ 178160,Human Resource,Satisfied,Very Dissatisfied,6-10,Married,STAFF-526,No,1400%,Meet Expectations,4,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Marketing,1027,Very happy,Male,₹ 372640,Network Engineer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1027,No,1800%,Meet Expectations,3,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Marketing,1361,Very happy,Female,₹ 540960,Human Resource,Dissatisfied,satisfied,6-10,Married,STAFF-1361,No,2200%,Meet Expectations,4,1%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Marketing,1651,Very happy,Male,₹ 1823360,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1651,No,1200%,Meet Expectations,1,2%,0-10,More than 3,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Marketing,1704,Unhappy,Male,₹ 1117600,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1704,No,1400%,Outstanding,2,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Medical,308,Happy,Male,₹ 350480, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-308,No,1200%,Exceed Expectations,3,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Medical,1115,Abivalent,Female,₹ 1798240,Sale Representative,Very Dissatisfied,Very satisfied,6-10,Single,STAFF-1115,No,1700%,Below Expectations,3,3%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Medical,1185,Very happy,Male,₹ 2122960,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1185,No,1300%,Meet Expectations,3,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Medical,1191,Abivalent,Male,₹ 1486000,Human Resource,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1191,No,1300%,Below Expectations,1,1%,21-30,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Medical,1833,Abivalent,Male,₹ 662160, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-1833,Yes,1400%,Below Expectations,1,2%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Medical,1856,Very happy,Female,₹ 432880,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1856,No,1200%,Meet Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Other,54,Abivalent,Female,₹ 1577200,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-54,No,1300%,Below Expectations,4,1%,0-10,More than 3,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Other,523,Abivalent,Female,₹ 1019200,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-523,No,1500%,Below Expectations,2,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Other,1245,Unhappy,Female,₹ 772720, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-1245,No,1700%,Outstanding,2,1%,31 plus,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,0-5yr,IT Operations,Very Far,Master's Degree,Other,1424,Abivalent,Male,₹ 993120,Data Scientist,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1424,Yes,1300%,Below Expectations,2,2%,31 plus,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Far,Associates Degree,Technical Degree,1754,Very happy,Male,₹ 247040,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1754,No,1100%,Meet Expectations,2,1%,11-20,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Far,High School,Technical Degree,645,Very happy,Male,₹ 2110080,Cybersecurity Analyst,Satisfied,Very Dissatisfied,6-10,Single,STAFF-645,No,1100%,Meet Expectations,1,0%,0-10,0-3 Year,2021,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Far,Master's Degree,Medical,275,Abivalent,Male,₹ 1903440,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-275,No,1500%,Below Expectations,1,2%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Far,Master's Degree,Other,1934,Happy,Male,₹ 170000,Data Scientist,Dissatisfied,satisfied,6-10,Married,STAFF-1934,Yes,1800%,Exceed Expectations,1,1%,11-20,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Near,Bachelor's Degree,Marketing,159,Abivalent,Female,₹ 1784800,Human Resource,Very Dissatisfied,Very satisfied,6-10,Divorced,STAFF-159,No,2500%,Below Expectations,2,3%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Near,Master's Degree,Marketing,567,Very happy,Male,₹ 231200,Sale Representative,Dissatisfied,satisfied,0-5,Married,STAFF-567,No,1100%,Meet Expectations,3,0%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Near,Master's Degree,Medical,419,Unhappy,Female,₹ 554160,Sale Representative,Very Dissatisfied,Very satisfied,6-10,Single,STAFF-419,No,1500%,Outstanding,3,1%,11-20,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Associates Degree,Life Science,352,Very happy,Male,₹ 475920, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-352,Yes,1900%,Meet Expectations,3,1%,21-30,More than 3,2020,More than 20,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Associates Degree,Life Science,1857,Happy,Male,₹ 1599120,IT Project Manager,Dissatisfied,satisfied,0-5,Married,STAFF-1857,Yes,1400%,Exceed Expectations,3,1%,11-20,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Associates Degree,Medical,431,Happy,Male,₹ 1424800,Database Administrator,Satisfied,Very Dissatisfied,6-10,Married,STAFF-431,No,1200%,Exceed Expectations,3,0%,21-30,0-3 Year,2020,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Human Resources,1965,Unhappy,Female,₹ 407920,Software Developer,Dissatisfied,satisfied,6-10,Married,STAFF-1965,No,1400%,Outstanding,2,0%,0-10,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Life Science,438,Happy,Female,₹ 571440,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Single,STAFF-438,No,1200%,Exceed Expectations,3,3%,11-20,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Life Science,1344,Happy,Male,₹ 439520, UI/UX Designer,Dissatisfied,satisfied,6-10,Married,STAFF-1344,No,1100%,Exceed Expectations,2,1%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Life Science,1669,Very happy,Female,₹ 268480,Sale Representative,Dissatisfied,satisfied,6-10,Divorced,STAFF-1669,No,1300%,Meet Expectations,3,1%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,83,Happy,Male,₹ 656160,Software Developer,Satisfied,Very Dissatisfied,0,Married,STAFF-83,Yes,1300%,Exceed Expectations,3,3%,11-20,0-3 Year,2020,11-20 Year,More than 10
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,1241,Abivalent,Female,₹ 749520,Database Administrator,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1241,No,2100%,Below Expectations,2,1%,11-20,0-3 Year,2021,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,1346,Happy,Female,₹ 1796400,Database Administrator,Very Satisfied,Dissatisfied,0-5,Single,STAFF-1346,No,1300%,Exceed Expectations,4,0%,0-10,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,1956,Very happy,Male,₹ 461680,Data Scientist,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1956,No,2100%,Meet Expectations,3,0%,0-10,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,High School,Life Science,1468,Unhappy,Female,₹ 2014240,IT Project Manager,Satisfied,Very Dissatisfied,0-5,Divorced,STAFF-1468,No,1100%,Outstanding,1,1%,11-20,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,High School,Marketing,2062,Very happy,Female,₹ 1716560,Cybersecurity Analyst,Dissatisfied,satisfied,6-10,Married,STAFF-2062,No,1500%,Meet Expectations,1,1%,0-10,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,High School,Technical Degree,1192,Very happy,Male,₹ 2107360,Database Administrator,Very Dissatisfied,Very satisfied,6-10,Single,STAFF-1192,No,1300%,Meet Expectations,1,1%,0-10,More than 3,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,High School,Technical Degree,1653,Abivalent,Female,₹ 397840,Network Engineer,Dissatisfied,satisfied,6-10,Single,STAFF-1653,No,1700%,Below Expectations,2,2%,0-10,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Master's Degree,Human Resources,1080,Happy,Female,₹ 1682320,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1080,No,2300%,Exceed Expectations,2,3%,11-20,0-3 Year,2021,11-20 Year,More than 10
22-30yr,No,Current Employees,Occassionaly,5-15yr,Cybersecurity,Very Far,Master's Degree,Medical,98,Very happy,Female,₹ 1654560,Network Engineer,Dissatisfied,satisfied,6-10,Married,STAFF-98,Yes,2300%,Meet Expectations,3,0%,11-20,0-3 Year,2020,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Far,Associates Degree,Life Science,461,Unhappy,Female,₹ 1254560,Cybersecurity Analyst,Very Satisfied,Dissatisfied,6-10,Single,STAFF-461,No,1400%,Outstanding,3,1%,11-20,0-3 Year,2020,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Far,Associates Degree,Marketing,154,Abivalent,Female,₹ 1836160,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-154,No,1400%,Below Expectations,2,1%,0-10,More than 3,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Far,Bachelor's Degree,Life Science,1460,Unhappy,Male,₹ 1589040,Sale Representative,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1460,No,1800%,Outstanding,2,1%,21-30,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Far,Bachelor's Degree,Marketing,1619,Happy,Female,₹ 1303200,IT Project Manager,Very Satisfied,Dissatisfied,6-10,Single,STAFF-1619,No,1100%,Exceed Expectations,4,2%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Far,High School,Marketing,1729,Very happy,Male,₹ 304880,Cybersecurity Analyst,Very Dissatisfied,Very satisfied,6-10,Single,STAFF-1729,No,1200%,Meet Expectations,4,1%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Far,Master's Degree,Life Science,1727,Abivalent,Female,₹ 775760,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1727,No,1400%,Below Expectations,3,0%,11-20,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Near,Associates Degree,Medical,1719,Very happy,Male,₹ 1369520,Database Administrator,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1719,Yes,1100%,Meet Expectations,3,0%,21-30,0-3 Year,2022,More than 20,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Near,Associates Degree,Technical Degree,335,Very happy,Male,₹ 1955760,Software Developer,Satisfied,Very Dissatisfied,0-5,Single,STAFF-335,No,1700%,Meet Expectations,4,2%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Near,Bachelor's Degree,Medical,836,Very happy,Female,₹ 944480,Database Administrator,Very Dissatisfied,Very satisfied,0-5,Single,STAFF-836,No,1300%,Meet Expectations,1,1%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Near,Doctoral Degree,Marketing,1665,Happy,Female,₹ 1494800,Cybersecurity Analyst,Satisfied,Very Dissatisfied,0-5,Single,STAFF-1665,No,2500%,Exceed Expectations,1,1%,31 plus,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Near,High School,Medical,1864,Unhappy,Male,₹ 561440,Sale Representative,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1864,No,2100%,Outstanding,4,1%,0-10,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Associates Degree,Life Science,8,Very happy,Male,₹ 949120,Software Developer,Dissatisfied,satisfied,6-10,Single,STAFF-8,No,1300%,Meet Expectations,1,0%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Associates Degree,Life Science,1898,Happy,Male,₹ 2159760,Human Resource,Dissatisfied,satisfied,6-10,Married,STAFF-1898,Yes,1400%,Exceed Expectations,3,0%,0-10,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Associates Degree,Marketing,807,Very happy,Male,₹ 794480,Database Administrator,Satisfied,Very Dissatisfied,6-10,Single,STAFF-807,No,2400%,Meet Expectations,2,1%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Associates Degree,Medical,304,Very happy,Female,₹ 795600,Cybersecurity Analyst,Dissatisfied,satisfied,6-10,Single,STAFF-304,No,1600%,Meet Expectations,3,0%,11-20,0-3 Year,2020,11-20 Year,More than 10
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Associates Degree,Medical,972,Happy,Female,₹ 1853040, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-972,No,1200%,Exceed Expectations,4,0%,0-10,More than 3,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Associates Degree,Medical,1109,Very happy,Male,₹ 1151920,Sale Representative,Dissatisfied,satisfied,0,Married,STAFF-1109,No,1700%,Meet Expectations,1,1%,21-30,0-3 Year,2021,More than 20,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Associates Degree,Other,1297,Unhappy,Male,₹ 340560,Database Administrator,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1297,No,1400%,Outstanding,3,0%,0-10,More than 3,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Bachelor's Degree,Human Resources,199,Abivalent,Male,₹ 1031040, UI/UX Designer,Dissatisfied,satisfied,0-5,Married,STAFF-199,Yes,1300%,Below Expectations,4,1%,21-30,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Bachelor's Degree,Human Resources,1827,Happy,Male,₹ 1541680,Software Developer,Satisfied,Very Dissatisfied,0,Divorced,STAFF-1827,No,1200%,Exceed Expectations,3,1%,21-30,More than 3,2022,More than 20,More than 10
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Bachelor's Degree,Life Science,956,Happy,Male,₹ 891840,Sale Representative,Very Satisfied,Dissatisfied,6-10,Single,STAFF-956,No,1200%,Exceed Expectations,1,0%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Occassionaly,5-15yr,Data Engineering,Very Far,Bachelor's Degree,Life Science,1608,Happy,Male,₹ 283920, UI/UX Designer,Dissatisfied,satisfied,6-10,Divorced,STAFF-1608,No,1400%,Exceed Expectations,1,1%,21-30,More than 3,2022,More than 20,0-10 Year same Role
